,Unnamed: 0,index,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count,text_clean
508,508,760,1519254651388166145,2022-04-27 09:58:29+00:00,https://twitter.com/yulfentri_munaf/status/1519254651388166145,"@CatatanAli07 Dikemas dengan gelar akademik apapun, tidak akan menjamin kualitas berpikir seseorang menjadi lebih baik, karena ""akar"" kehidupannya sejak semula sudah dirancang untuk memberi kemudharatan kepada sesama. Persis seperti keberadaan setitik ""Nila"" dalam ""Susu"" sebelanga.😝🤣👉💩",7,0,2,,1.207302989410517e+18,yulfentri_munaf,"Jakarta Pusat, DKI Jakarta",1377.0,1885.0,7094.0,27972.0,dikemas dengan gelar akademik apapun tidak akan menjamin kualitas berpikir seseorang menjadi lebih baik karena akar kehidupan sejak semula sudah dirancang untuk memberi kemudharatan kepada sesama persis seperti keberadaan setitik nila dalam susu sebelanga
509,509,759,1519257462150696962,2022-04-27 10:09:40+00:00,https://twitter.com/rang_simabua/status/1519257462150696962,"@CatatanAli07 Mungkin goal-nya dia bukan soal isi, tapi soal eksistensi dan keberpihakan dia. Mgkn ada yg diharapkannya.",4,0,1,,1331112764.0,rang_simabua,Indonesia,12583.0,5283.0,196148.0,92746.0,mungkin goal bukan soal tapi soal eksistensi keberpihakan mungkin yang diharapkan
511,511,757,1519269712110419970,2022-04-27 10:58:20+00:00,https://twitter.com/FaizalR96000052/status/1519269712110419970,@CatatanAli07 Namanya juga berudu,0,0,0,,1.1630173358645617e+18,FaizalR96000052,,26.0,32.0,1090.0,8626.0,nama juga berudu
512,512,756,1519275321945903104,2022-04-27 11:20:38+00:00,https://twitter.com/BakmieKang/status/1519275321945903104,@CatatanAli07 🤣😂🤣 namanye jg kompresor isinye angin lah,0,0,0,,1.39933224096691e+18,BakmieKang,Jakarta Capital Region,1345.0,1534.0,53046.0,11382.0,namanye juga kompresor isinye angin
513,513,755,1519277189141004294,2022-04-27 11:28:03+00:00,https://twitter.com/liatono/status/1519277189141004294,"@CatatanAli07 Tidak perlu lebay bro, cuma tulisan di twitter saja pakai cermati dan amati😁, kamu pikir jurnal ilmiah",2,0,0,,171787803.0,liatono,semesta,445.0,663.0,1454.0,5279.0,tidak perlu berlebihan saudara laki-laki cuma tulisan twitter saja pakai cermati amati kamu pikir jurnal ilmiah
514,514,754,1519280557808504833,2022-04-27 11:41:26+00:00,https://twitter.com/TephyCondet1705/status/1519280557808504833,@CatatanAli07 Ya bgtulah..mklo profesornya ngambil di pasar induk,1,0,0,,1.430397169622651e+18,TephyCondet1705,,352.0,620.0,14305.0,3493.0,bgtulah mklo profesor mengambil pasar induk
516,516,752,1519291070215262208,2022-04-27 12:23:12+00:00,https://twitter.com/BobElTor/status/1519291070215262208,@CatatanAli07 Berarti lu guoblok cuk...tweet sederhana gitu aja ga bisa lu pahami..,0,0,0,,1.256459858607366e+18,BobElTor,"Jakarta, Indonesia",2242.0,2849.0,8663.0,1582.0,berarti kamu goblok tweet sederhana begitu saja tidak bisa kamu pahami
517,517,751,1519294218963140608,2022-04-27 12:35:43+00:00,https://twitter.com/Supriya72540457/status/1519294218963140608,"@CatatanAli07 Kopong..
Kalo di expresikan, ngah ngoh..",0,0,0,,1.1984018878353244e+18,Supriya72540457,,2564.0,3524.0,14809.0,46330.0,kopong kalau expresikan ngah ngoh
518,518,750,1519304294448906241,2022-04-27 13:15:45+00:00,https://twitter.com/AGoeci/status/1519304294448906241,@CatatanAli07 Terus ngapain lu komentarin. Lu yg bego dong.,1,0,0,,2881653068.0,AGoeci,,541.0,456.0,1109.0,32792.0,terus sedang apa kamu mengomentari kamu yang bego dong
519,519,749,1519308234552582144,2022-04-27 13:31:25+00:00,https://twitter.com/Wagymin02/status/1519308234552582144,@CatatanAli07 Dah kopong ngetwit teruss gak ada capeknya umbar kekosongan,0,0,0,,8.104835987426017e+17,Wagymin02,"DKI Jakarta, Indonesia",83.0,269.0,5959.0,4504.0,sudah kopong ngetwit terus tidak lelah umbar kekosongan
520,520,748,1519309379463380992,2022-04-27 13:35:58+00:00,https://twitter.com/Ati26987442/status/1519309379463380992,"@CatatanAli07 Kasian emang nih orang.
Makin tua makin kopong. Otaknya.",1,0,0,,1.417773232585732e+18,Ati26987442,,229.0,164.0,2178.0,4906.0,kasihan memang orang makin makin kopong otak
522,522,746,1519319856591491072,2022-04-27 14:17:36+00:00,https://twitter.com/ekio_invest/status/1519319856591491072,"@CatatanAli07 Ha.,........... Ada kata kau di rumahan????",0,0,0,,245137263.0,ekio_invest,,28.0,954.0,1635.0,2712.0,tertawa kata kamu rumahan
523,523,745,1519321263927300097,2022-04-27 14:23:11+00:00,https://twitter.com/OposisiOjol/status/1519321263927300097,"@CatatanAli07 Harap maklum.
Gelarnya aja dpat beli di toko online 😅",1,0,0,,1.5091697422584668e+18,OposisiOjol,,268.0,254.0,16847.0,6429.0,harap maklum gelar saja dpat beli toko online
524,524,744,1519329153635733504,2022-04-27 14:54:32+00:00,https://twitter.com/ginanjar_yp/status/1519329153635733504,"@CatatanAli07 ""saya terbukti profesor""",0,0,0,,1.3230808743136993e+18,ginanjar_yp,,10.0,19.0,194.0,2639.0,saya terbukti profesor
525,525,743,1519329346846343168,2022-04-27 14:55:18+00:00,https://twitter.com/antuyyay/status/1519329346846343168,"@CatatanAli07 Cermati jg otak situ bro, kalik aja ternyata emang otak lu yg kosong🤭",0,0,0,,9.20000286231425e+17,antuyyay,Emperan,360.0,911.0,9547.0,15477.0,cermati juga otak situ saudara laki-laki kali saja ternyata memang otak kamu yang kosong
526,526,742,1519330905432948736,2022-04-27 15:01:30+00:00,https://twitter.com/a_doni95/status/1519330905432948736,"@CatatanAli07 Lu cermati, pengangguran ? 

Kalo punya penghasilan yg mapan, 
mendingan nikmatin hidup, nikmati yg indah 

Betul?",0,0,0,,624211261.0,a_doni95,"Kota Tangerang, Banten",80.0,162.0,25.0,40701.0,kamu cermati pengangguran kalau punya penghasilan yang mapan mendingan menikmati hidup nikmati yang indah betul
527,527,741,1519335834075697152,2022-04-27 15:21:05+00:00,https://twitter.com/Phothel1/status/1519335834075697152,@CatatanAli07 Berarti otakmu tdk mampu mencerna itu,0,0,0,,1.390291917833859e+18,Phothel1,,391.0,212.0,42093.0,45247.0,berarti otak tidak mampu mencerna
528,528,740,1519336470250942464,2022-04-27 15:23:37+00:00,https://twitter.com/Dorry85929073/status/1519336470250942464,"@CatatanAli07 Lidah woyy kondisikan ya, bukan puasa nih",0,0,0,,1.4933003200675348e+18,Dorry85929073,Entah Berantah,3.0,10.0,85.0,249.0,lidah woyy kondisikan bukan puasa
529,529,739,1519341835352641537,2022-04-27 15:44:56+00:00,https://twitter.com/Pde_mar/status/1519341835352641537,@CatatanAli07 Mungkin sdh jadi kupu2 Mas 😁,0,0,0,,98889134.0,Pde_mar,Indonesia,22.0,136.0,99.0,510.0,mungkin sudah jadi kupu
531,531,737,1519344103883902977,2022-04-27 15:53:57+00:00,https://twitter.com/Iyoey_Dpox/status/1519344103883902977,"@CatatanAli07 Sama ma kepalanya, ga da isi alias kopong 🤣🤣🤣",0,0,0,,9.234405298738912e+17,Iyoey_Dpox,D-pox / Indonesia,47.0,143.0,5225.0,4684.0,sama sama kepala tidak sudah alias kopong
532,532,736,1519344583427358720,2022-04-27 15:55:51+00:00,https://twitter.com/Wahyudi70526103/status/1519344583427358720,@CatatanAli07 Ane udeh suruh tidur tuch si prof PEA..berisik liat cuitan nye..,1,0,0,,1.5028279374518843e+18,Wahyudi70526103,,7.0,8.0,365.0,455.0,sudah suruh tidur prof berisik lihat cuitan
533,533,735,1519354886353088512,2022-04-27 16:36:47+00:00,https://twitter.com/UkanIbrahim/status/1519354886353088512,@CatatanAli07 Mungkin lagi belajar ngarang cerita bebas,0,0,0,,1.438859427377926e+18,UkanIbrahim,,1947.0,2395.0,46247.0,56131.0,mungkin lagi belajar mengarang cerita bebas
534,534,734,1519357976116887553,2022-04-27 16:49:04+00:00,https://twitter.com/rondhezz/status/1519357976116887553,@CatatanAli07 Eh dia lagi lewat di TL gua hahah…ya mungkin kapasitas elu bukan target market nya sih Li. Lu ikutin TL nicho atau ado aja..pasti matched. 😁,0,0,0,,1.3700788171427308e+18,rondhezz,,12.0,50.0,2556.0,1853.0,lagi lewat tolong saya hahah mungkin kapasitas bukan target market kamu mengikuti tolong nicho atau saja pasti matched
536,536,732,1519369542689976321,2022-04-27 17:35:02+00:00,https://twitter.com/Cozillar_Chrome/status/1519369542689976321,"@CatatanAli07 Entah kebetulan atau bukan.
Jaman dulu gelar ""Profesor"" sangat identik dengan orang Cerdas, namum dijaman rezim mukidi justru yg konon katanya bergelar ""Profesor"" malah sering kali diragukan kecerdasannya dan keaslian gelar ""Profesor"" nya",3,0,0,,1.1720376343836795e+18,Cozillar_Chrome,Indonesia,2080.0,2381.0,139296.0,168348.0,entah kebetulan atau bukan jaman dulu gelar profesor sangat identik dengan orang cerdas namum dijaman rezim mukidi justru yang konon kata bergelar profesor bahkan sering kali diragukan kecerdasan keaslian gelar profesor
537,537,731,1519389218300391424,2022-04-27 18:53:13+00:00,https://twitter.com/djokoAdv/status/1519389218300391424,@CatatanAli07 Tinggal kita ini siapa dan dari mana... untuk menyikapi sebuah pendapat...,0,0,0,,1.1893866652041257e+18,djokoAdv,,16181.0,16840.0,32554.0,40611.0,tinggal kita siapa dari mana untuk menyikapi sebuah pendapat
538,538,730,1519402528953475073,2022-04-27 19:46:06+00:00,https://twitter.com/gumukcandi/status/1519402528953475073,@CatatanAli07 Banyak yg dungu akibat kebencian,0,0,0,,1.449801009593684e+18,gumukcandi,,1261.0,1237.0,12384.0,17020.0,banyak yang bodoh akibat kebencian
540,540,728,1519408663324069888,2022-04-27 20:10:29+00:00,https://twitter.com/GTobroni/status/1519408663324069888,"@CatatanAli07 Janji kerja yg lain mana. Sircuit Formula E itu bukan janji kampanye anda. Real janji kepada warga JKT mana, bohong kok nyata.",0,0,0,,1.324040785684095e+18,GTobroni,,10.0,77.0,177.0,3460.0,janji kerja yang lain mana sircuit formula bukan janji kampanye anda real janji kepada warga jakarta mana bohong nyata
541,541,727,1519421785090846721,2022-04-27 21:02:37+00:00,https://twitter.com/Hepiboy1/status/1519421785090846721,@CatatanAli07 Sekelas professor kopong...kok bisa jd dosen? Jgn2 profesor hipnotis,1,1,0,,1.183651257648468e+18,Hepiboy1,,4.0,59.0,3203.0,1105.0,sekelas professor kopong bisa jadi dosen jangan profesor hipnotis
543,543,725,1519432645671030785,2022-04-27 21:45:47+00:00,https://twitter.com/gPakdhe/status/1519432645671030785,@CatatanAli07 Berarti otaklu kurang gizi om,0,0,0,,1.10133450454997e+18,gPakdhe,Dihatimu,35.0,130.0,453.0,6465.0,berarti otaklu kurang gizi
544,544,724,1519439061945319424,2022-04-27 22:11:16+00:00,https://twitter.com/budisiswa01/status/1519439061945319424,@CatatanAli07 Yang ada isinya kayak gimana ya ???,0,0,0,,4121124258.0,budisiswa01,"Kota Pasuruan, Jawa Timur",1297.0,1855.0,44384.0,26687.0,yang kayak bagaimana
546,546,722,1519449494160822272,2022-04-27 22:52:44+00:00,https://twitter.com/Thole_7/status/1519449494160822272,@CatatanAli07 Klo bapak memang bs mencermati dan mengamati tentu follower bp jg banyak🤭,0,0,0,,318831793.0,Thole_7,Indonesia,1398.0,1481.0,9495.0,21584.0,kalo bapak memang bisa mencermati mengamati tentu follower juga banyak
547,547,721,1519457800937566209,2022-04-27 23:25:44+00:00,https://twitter.com/Remy6810/status/1519457800937566209,"@CatatanAli07 Yg gk ada isinya itu cara anda komen ini, hampa",0,0,0,,1.3270323049302098e+18,Remy6810,,1091.0,1813.0,2682.0,2300.0,yang tidak cara anda komen hampa
550,550,718,1519497792040804352,2022-04-28 02:04:39+00:00,https://twitter.com/kotakbinajaib/status/1519497792040804352,@CatatanAli07 gada isinya karna ente dukung anies itu sihh penyebabnya,0,1,0,,1.4684391813114388e+18,kotakbinajaib,president suite,20.0,28.0,20.0,5725.0,tidak ada karena ente dukung anies penyebab
551,551,717,1519498887702007813,2022-04-28 02:09:00+00:00,https://twitter.com/nazz_mu4ever/status/1519498887702007813,@CatatanAli07 twit ente juga apalagi 😆😂,0,0,0,,228642572.0,nazz_mu4ever,Bogor - Indonesia,955.0,1822.0,82265.0,17694.0,twit ente juga apalagi
552,552,716,1519500672164855808,2022-04-28 02:16:05+00:00,https://twitter.com/HaryoKoto/status/1519500672164855808,@CatatanAli07 Cuman bisa sedih aja nanti kualitas anak bangsa jadi gimana kalau pengajaran nya kayak prof ini,0,0,0,,9.54371179212456e+17,HaryoKoto,,102.0,288.0,1583.0,2162.0,Cuma bisa sedih saja nanti kualitas anak bangsa jadi bagaimana kalau pengajaran kayak prof
553,553,715,1519509507126493185,2022-04-28 02:51:12+00:00,https://twitter.com/MbahJon0/status/1519509507126493185,@CatatanAli07 Cuma buang2 anggaran,0,0,0,,1.4915559723595284e+18,MbahJon0,,2.0,20.0,196.0,2331.0,cuma buang anggaran
554,554,714,1519514232701677568,2022-04-28 03:09:58+00:00,https://twitter.com/fiz_redy/status/1519514232701677568,@CatatanAli07 Klo dalam bahasa wakanda itu teh namanya ngabuntut Bangkong 😁,0,0,0,,560887328.0,fiz_redy,Bandung,28.0,277.0,2099.0,833.0,kalo dalam bahasa wakanda kakak perempuan nama ngabuntut bangkong
556,556,712,1519532870783496193,2022-04-28 04:24:02+00:00,https://twitter.com/blarakering/status/1519532870783496193,@CatatanAli07 Kalau saya cermati justru anda yg KOPONG. Beliau aja sekarang direktur lha anda malah jadi KEPOMPONG.,0,0,0,,1.4973050115626107e+18,blarakering,,69.0,66.0,3475.0,3699.0,kalau saya cermati justru anda yang kopong beliau saja sekarang direktur anda bahkan jadi kepompong
557,557,711,1519566869572644864,2022-04-28 06:39:08+00:00,https://twitter.com/CiptoWibowo15/status/1519566869572644864,@CatatanAli07 pak Anies memang yg terbaik semoga sukses selalu pak...,0,0,0,,7.626623818141123e+17,CiptoWibowo15,,39.0,144.0,3330.0,2585.0,anies memang yang terbaik semoga sukses selalu
558,558,710,1519571908840529920,2022-04-28 06:59:10+00:00,https://twitter.com/kenzo78418261/status/1519571908840529920,"@CatatanAli07 yg goe heran,siapa yg kasih gelar profesor? almamaternya harus bertanggung jawab",0,0,0,,1.1848579952738836e+18,kenzo78418261,,512.0,591.0,2494.0,13135.0,yang heran siapa yang kasih gelar profesor almamater harus bertanggung jawab
560,560,708,1519621467062693888,2022-04-28 10:16:05+00:00,https://twitter.com/GuciMarbawi/status/1519621467062693888,"@CatatanAli07 @__Sridiana_3va Sebaiknya konsultasi ke psikiater, kompresor.",0,0,0,,1.3521577285929574e+18,GuciMarbawi,,64.0,51.0,8972.0,2723.0,sebaiknya konsultasi psikiater kompresor
561,561,707,1519627548581416960,2022-04-28 10:40:15+00:00,https://twitter.com/bnbnbnyuyu/status/1519627548581416960,"@CatatanAli07 Semua orang punya hak bicara, walaupun omongannya kopong.",0,0,0,,1.4138913026560778e+18,bnbnbnyuyu,,830.0,2576.0,412.0,7939.0,semua orang punya bicara walaupun omongan kopong
562,562,706,1519632193383182338,2022-04-28 10:58:42+00:00,https://twitter.com/JoePhiyo/status/1519632193383182338,@CatatanAli07 Screenshoot nya dong ?? Gua di block ama si kompresor meleduk😁😁😁,0,0,0,,2473701510.0,JoePhiyo,SBY barat benowo 04 / 02 / 13,2317.0,979.0,89794.0,94746.0,screenshoot dong saya block sama kompresor meleduk
563,563,122,1519654950611337216,2022-04-28 12:29:08+00:00,https://twitter.com/CatatanAli07/status/1519654950611337216,Packing Rapi Rasa Enak tunggu apalagi yang belum punya KUE KERING yok buruan order di @nyonyahsyuper KUE KERING Paling enak SEMALANG RAYA No debat pokoknya!! https://t.co/lGLEIa7HF7,12,1,5,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,packing rapi rasa enak tunggu apalagi yang belum punya kering buruan order kering paling enak semalang raya nomor debat pokok
564,564,705,1519656057702084609,2022-04-28 12:33:32+00:00,https://twitter.com/nyonyahsyuuper/status/1519656057702084609,"@CatatanAli07 Icooo ae se malang rayah 

Eheee 😁😁",1,1,0,,607949095.0,nyonyahsyuuper,+62,12978.0,7012.0,111049.0,94189.0,icooo saja malang rayah eheee
566,566,703,1519708417333809153,2022-04-28 16:01:36+00:00,https://twitter.com/CakTon66/status/1519708417333809153,@CatatanAli07 Bekerja aja pak Anis... Gk ads yg dipertaruhkan saya rakyat tau siapa yg berbuat dan siapa yg cm Omdo....,0,0,0,,1.4757017808811663e+18,CakTon66,,3.0,15.0,8.0,261.0,bekerja saja anis tidak yang dipertaruhkan saya rakyat tahu siapa yang berbuat siapa yang cuma omong doang
568,568,701,1519797469239857152,2022-04-28 21:55:27+00:00,https://twitter.com/taufiksekip1/status/1519797469239857152,@CatatanAli07 Mo nanya ini seorang dosen apa anak smp,0,0,0,,1.4948628616547246e+18,taufiksekip1,,11.0,349.0,20.0,140.0,tanya seorang dosen anak sampai
569,569,700,1520239671527190528,2022-04-30 03:12:37+00:00,https://twitter.com/Haeruma64407219/status/1520239671527190528,@CatatanAli07 Maklum bang yg nulis team sorak jokowi,0,0,0,,1.4522658309102387e+18,Haeruma64407219,,2.0,3.0,2.0,463.0,maklum bang yang menulis team sorak jokowi
570,570,121,1520460568146354176,2022-04-30 17:50:22+00:00,https://twitter.com/CatatanAli07/status/1520460568146354176,"PERNAH KECIL KAN PAK ? 

Dari jaman gue bayi nama nya LEBARAN Pasti Rame

Mall dan pusat perdagangan selalu rame jelang hari raya, pun dengan jalan raya Penuh sesak macet Pemudik

JADI GAK ADA HUBUNGAN NYA SAMA EKONOMI MAKRO DLL YANG ADA EMANG TRADISI LEBARAN BEGITU SAIPUL https://t.co/ekk3wqMKea",20,2,9,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,pernah kecil dari jaman saya bayi nama lebaran pasti ramai mall pusat perdagangan selalu ramai jelang hari raya dengan jalan raya penuh sesak macet pemudik jadi tidak hubungan sama ekonomi makro dan lain-lain yang memang tradisi lebaran begitu saipul
571,571,699,1520461569150259200,2022-04-30 17:54:21+00:00,https://twitter.com/rawayan212/status/1520461569150259200,"@CatatanAli07 Profesor itu lahir di gunung, besar di tengah rawa2, udah tua bangkotan bsrulah hijrah kekota, makanya dia kaget liat kondisi spt itu 😁",1,0,1,,233231041.0,rawayan212,,14278.0,8053.0,43018.0,15140.0,profesor lahir gunung besar tengah rawa sudah bsrulah hijrah kekota makanya kaget lihat kondisi seperti
572,572,698,1520546168400347136,2022-04-30 23:30:31+00:00,https://twitter.com/joonozaa/status/1520546168400347136,"@CatatanAli07 Mgkn die kgk paham ada keluarga yg punya tradisi jual/gadein emas atau ngutang utk 'membiayai' lebaran, jd pikirannya soal ekonomi makro bro 😁",0,0,0,,1.3962979834156442e+18,joonozaa,"Jongno-gu, Republic of Korea",271.0,519.0,4409.0,2819.0,mungkin kagak paham keluarga yang punya tradisi jual gadein emas atau ngutang untuk membiayai lebaran jadi pikiran soal ekonomi makro saudara laki-laki
573,573,120,1520606570258010113,2022-05-01 03:30:32+00:00,https://twitter.com/CatatanAli07/status/1520606570258010113,Orang dibawah ini memanfaatkan kebodohan nya untuk membodoh bodohi orang lain 😂🤣😂 https://t.co/94kkFgPyrK,15,2,7,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,orang dibawah memanfaatkan kebodohan untuk membodoh bodohi orang lain
574,574,697,1520606914723610624,2022-05-01 03:31:54+00:00,https://twitter.com/naina_TShah/status/1520606914723610624,"@CatatanAli07 Dan utk menjadi bodoh,, nothing to lose 🤣🤣🤣",1,1,0,,1.2431535586455265e+18,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3186.0,873.0,20192.0,32719.0,untuk menjadi bodoh nothing tapi lose
575,575,696,1520607477926346753,2022-05-01 03:34:08+00:00,https://twitter.com/naina_TShah/status/1520607477926346753,"@CatatanAli07 Apasih 😒🔨

Ganggu org sarapan aja🙄 https://t.co/HWMmQgfL0G",0,1,0,,1.2431535586455265e+18,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3186.0,873.0,20192.0,32719.0,apa sih ganggu orang sarapan saja
576,576,695,1520608151674187776,2022-05-01 03:36:49+00:00,https://twitter.com/naina_TShah/status/1520608151674187776,"@CatatanAli07 Apaan si lu baru 4hari🙄

Kebetulan di minggu terahir puasa😎",0,1,0,,1.2431535586455265e+18,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3186.0,873.0,20192.0,32719.0,kamu baru hari kebetulan minggu terahir puasa
578,578,693,1520609209939001346,2022-05-01 03:41:01+00:00,https://twitter.com/naina_TShah/status/1520609209939001346,"@CatatanAli07 Masih mau ngopi gue🤬🔨
Abis itu mau masak 🙄",0,1,0,,1.2431535586455265e+18,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3186.0,873.0,20192.0,32719.0,masih ngopi saya habis masak
582,582,690,1521846922234908672,2022-05-04 13:39:15+00:00,https://twitter.com/Nurulkjo1/status/1521846922234908672,@CatatanAli07 Ngga usah DM buat ngetawain doang🤣🤣🤣🤣🤣caper amat 🤣🤣🤣,0,0,0,,1.1323124251081073e+18,Nurulkjo1,,14092.0,6704.0,185720.0,121455.0,tidak perlu buat ngetawain saja cari perhatian amat
584,584,117,1521987010906697728,2022-05-04 22:55:55+00:00,https://twitter.com/CatatanAli07/status/1521987010906697728,Ada aja dah yang coba adu domba gue ma seseorang https://t.co/Qoek7q8Ajk,1,0,0,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,saja sudah yang coba domba saya sama seseorang
585,585,116,1522170583802609664,2022-05-05 11:05:22+00:00,https://twitter.com/CatatanAli07/status/1522170583802609664,"Pengamat amatiran seperti @CoachJustinL jika masih dikasih panggung ya begini masih akan terus pamer kebodohan nya....

https://t.co/kxYzj18mJS",2,0,1,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,pengamat amatiran seperti jika masih dikasih panggung begini masih akan terus pamer kebodohan
586,586,115,1522451095003746304,2022-05-06 05:40:01+00:00,https://twitter.com/CatatanAli07/status/1522451095003746304,Bismillah akun baru netes adakah yang mo follow Aku 😥😥,636,151,74,,1.4921908284999025e+18,CatatanAli07,,2697.0,1559.0,226.0,4473.0,bismillah akun baru menetes yang follow
590,590,686,1522452292775030785,2022-05-06 05:44:47+00:00,https://twitter.com/Z1D4NH3RM4W4N/status/1522452292775030785,@CatatanAli07 Lom fb om akun yg ini om,0,0,0,,1.0068762358535456e+18,Z1D4NH3RM4W4N,"pontianak, Kalimantan Barat",3454.0,3126.0,10376.0,5641.0,belum facebook akun yang
595,595,681,1522457480676405250,2022-05-06 06:05:23+00:00,https://twitter.com/NegeriWayahna/status/1522457480676405250,@CatatanAli07 Tinggal polbek bang 👍,0,0,0,,8.218839921986519e+17,NegeriWayahna,Behditueun Bandung,2367.0,2357.0,7272.0,12632.0,tinggal polbek bang
596,596,680,1522457979664039937,2022-05-06 06:07:22+00:00,https://twitter.com/dangwoy/status/1522457979664039937,@CatatanAli07 Dono tinggal tunggu fb,0,0,0,,1.349403977377403e+18,dangwoy,,2510.0,2993.0,1885.0,1905.0,dono tinggal tunggu facebook
598,598,678,1522459904031690753,2022-05-06 06:15:01+00:00,https://twitter.com/rahasia_ihh/status/1522459904031690753,"@CatatanAli07 Pingin follow sih, tapi nanti aku malu sendiri da tiap komen dicuekin...😁",5,2,0,,1.335440866773672e+18,rahasia_ihh,,6762.0,5545.0,38387.0,45556.0,pengin follow tapi nanti malu sendiri sudah tiap komen dicuekin
599,599,677,1522460083182919680,2022-05-06 06:15:44+00:00,https://twitter.com/DenniAden/status/1522460083182919680,@CatatanAli07 Done den done bang,0,0,0,,1.028526653360681e+18,DenniAden,,2271.0,3080.0,29587.0,9305.0,done done bang
602,602,674,1522461374542008320,2022-05-06 06:20:52+00:00,https://twitter.com/Fandiesta5758/status/1522461374542008320,@CatatanAli07 Done. Smg Erik Ten Hag bs menggeser klasemen https://t.co/XhphuzDI3Y di akhir musim bang,1,0,0,,1.3444663156254188e+18,Fandiesta5758,,1971.0,2305.0,23124.0,14101.0,done semoga erik bisa menggeser klasemen akhir musim bang
604,604,672,1522461915355643904,2022-05-06 06:23:01+00:00,https://twitter.com/FattiReyz/status/1522461915355643904,@CatatanAli07 Udh gw follow li,0,0,0,,1.3158192020333158e+18,FattiReyz,East Jakarta,5291.0,5825.0,49853.0,32120.0,sudah saya follow
605,605,671,1522462384279158785,2022-05-06 06:24:53+00:00,https://twitter.com/Lisaamartatara4/status/1522462384279158785,@CatatanAli07 Siapa sih nih  .. gw blocked soalnya,1,1,0,,1.2641099401525248e+18,Lisaamartatara4,,39962.0,2734.0,44002.0,14476.0,siapa saya blocked soal
607,607,669,1522462671786102784,2022-05-06 06:26:01+00:00,https://twitter.com/MariaAlcaff/status/1522462671786102784,@CatatanAli07 Udah salfolan hehehe… aku RTL yak 👍,2,0,0,,77654478.0,MariaAlcaff,"Jakarta, Indonesia",12121.0,5972.0,45517.0,62984.0,sudah salfolan hehehe
610,610,666,1522466301842976769,2022-05-06 06:40:27+00:00,https://twitter.com/as_siglie/status/1522466301842976769,"@CatatanAli07 Dari akun kurus, sdh melaksanakan!",0,0,0,,1319838372.0,as_siglie,,2192.0,2235.0,10238.0,9703.0,dari akun kurus sudah melaksanakan
614,614,662,1522467260484358144,2022-05-06 06:44:15+00:00,https://twitter.com/MAHENDRA_GNW/status/1522467260484358144,"@CatatanAli07 bismillah, akun ganteng netes,adakah yg mo follow aku 🥺",0,1,0,,3255884485.0,MAHENDRA_GNW,Selatan Majalengka,6101.0,809.0,8118.0,61366.0,bismillah akun ganteng menetes yang follow
616,616,660,1522468370511134722,2022-05-06 06:48:40+00:00,https://twitter.com/HPurwanto231/status/1522468370511134722,"@CatatanAli07 Done
Ngetes wes 3 bulan Saiki wes tengkurep 🤪😂😂😂",1,0,0,,3166132800.0,HPurwanto231,Indonesia,2910.0,1930.0,8994.0,13672.0,done ngetes bulan saiki tengkurep
618,618,658,1522469486838038528,2022-05-06 06:53:06+00:00,https://twitter.com/Srikandi_sunda/status/1522469486838038528,@CatatanAli07 Aku juga akun baru netes tadi pagi https://t.co/DBCHNj5qVm,3,1,0,,1.306413121720873e+18,Srikandi_sunda,Taiwan,14295.0,5371.0,56969.0,57729.0,juga akun baru menetes tadi pagi
619,619,657,1522469641125122048,2022-05-06 06:53:43+00:00,https://twitter.com/dodi_telo/status/1522469641125122048,@CatatanAli07 Sdh ku polow om.. polbek yo,0,0,0,,1.2397356353525473e+18,dodi_telo,living room,71.0,138.0,1303.0,3002.0,sudah polow polbek
620,620,656,1522470045875535872,2022-05-06 06:55:19+00:00,https://twitter.com/akunkeenam212/status/1522470045875535872,@CatatanAli07 Akun baru ngerem,0,0,0,,1.4579078498880266e+18,akunkeenam212,,4052.0,2694.0,8593.0,10119.0,akun baru ngerem
621,621,655,1522470310729379840,2022-05-06 06:56:22+00:00,https://twitter.com/mhugkiddee/status/1522470310729379840,"@CatatanAli07 dan, jangan lupa polbek ya...",0,0,0,,1.4287091149059154e+18,mhugkiddee,,1819.0,1854.0,2125.0,1734.0,jangan lupa polbek
628,628,648,1522478539479842817,2022-05-06 07:29:04+00:00,https://twitter.com/budihart_01/status/1522478539479842817,@CatatanAli07 Folbek kang...,0,0,0,,8.648614471713505e+17,budihart_01,Indonesia,47.0,228.0,87.0,1235.0,follow back kang
