Tweet,KS,KH,DH,TDH,SWA,LO,AK
Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan,1,0,0,1,0,0,0
 Semua itu terdapat pada kelakuan bani CEBONG....',0,0,1,0,0,0,0
Cebong makin kepanasan jadi makin ngawur. ,0,0,1,1,0,0,0
Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?,0,0,0,1,0,0,0
perempuan kaya lo mending mati aja deh  jelek aja  gausa sok jadi make up artist!,1,0,0,1,1,0,1
MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!,1,1,0,1,0,0,0
Banci kampungan HEEEE!!!',0,0,0,1,0,0,0
Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,0,1,0,0,0,0
cina  apa hak lu melarang?,1,0,0,0,0,0,0
Anda hebat bicara cinta masih pegang Quran sbagai pegangan hidup  Quran tak bicara cinta tapi perang bunuh penggal,1,0,0,1,0,0,1
Perjaka kq di jual... Sok sok an mau booking.. Tante idiot njir..',0,0,0,1,0,0,0
Rev 1: jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK',1,0,0,1,0,0,1
"Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden ; Jika pun tdk berdampak signifikan sekurang?nya kita telah mengobati dan mencegah penyakit ini bertambah parah.,1,0,0,1,0,0,0"
Culun mending kampung jes',0,0,0,1,0,0,0
Hah? Wah bangke emang nih truk',0,0,1,0,0,0,0
Cebong kampret  dan onta juga ngak bersinggungan dengan laut',0,0,1,0,0,0,0
Hahahaha orang gila ngomong cak..??Makanya jangan terlalu banyak micin biar otak loe encer cong...Ngomong ae ngawur muslim kamu itu muslim silit tau...babi.',1,0,1,1,0,0,0
apakah keluarga anda yg gak pake hijab komunis jga? Coba ngaca n introspeksi otak dipakai jgn cmn jd property or pa,1,0,0,1,0,0,0
COPOT Darmin Nasution Menko Perekonomian BODOH yang turunkan daya beli sejak menjabat    ,1,0,0,1,0,0,1
Matamu picek  cukk..Ora delok prestasli pak jokowi..Guoblokkk..!!Tolol....!!',0,0,0,1,0,0,0
Berhasil Penjarakan Ahok  Alumni 212 Pendukung Rizieq Akan Lengserkan Jokowi Usai Lebaran,1,0,0,0,0,0,1
Bersabar berdoa usaha  ikhtiar... Mudah-mudahan bentar lagi #2019GantiPresiden gak pake contekan  gak pake planga-plongo... ?,1,0,0,1,0,0,1
Umat islam siapa yg ente mksd??FPI? HTI? Mrk bkn muslim. Tp penista islam. Bajingan mrk itu. Muslim tdk mgkn berbuat onar. Pengecut lari dr tgg jwb stlh mesum.Apa2 islam  apa2 islam. Giliran mesum apa itu islam? Berbuat onar itu islam?,1,0,1,1,0,0,0
Celeng nya bang acon susah bgt dah,0,0,1,0,0,0,0
tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!',0,0,1,0,0,0,0
Cie ni akun berhasil membodohi kaum 212  yg bikin kaum-kaumnya sendiri biar dikata Jokowi ANTI ISLAM  wkwkwk :),1,0,0,1,0,0,0
Yang juara ngibul kan junjungan kalian wahai bani kampret 212',0,0,1,1,0,0,0
Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1,0,0,0,0,0,0
Fahri Hamzah: Kalau Saya Jadi Presiden KPK Akan Saya Bubarkan ,1,0,0,0,0,0,1
Doi tuh native speaker ya.Mother language-nya english.Komen dijaga dong bangsad',0,0,0,1,0,0,0
Mungkin mrk slh tulis atau slh sebut aja Bu ... Mkst nya mungkin CEBONG MUDA KAMPUNGAN ,0,0,1,1,0,0,0
kafir haram jadi pemimpin nyet',1,0,1,0,0,0,1
Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul  ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab  ane sodorin arab bani saud yg pro israel eh ente pura2,1,0,1,1,0,0,0
RT   Bubarkan DPR BUBARKAN.. SAVEKPK,1,0,0,0,0,0,1
Gua daiping mampus lu junedi',0,0,1,0,0,0,0
RT  : Suciwati: Revolusi Mental Jokowi Omong Kosong/Bualan. Jika Setuju RT &amp Comment ,0,0,0,1,0,0,0
 Jangan jangan otak makelar penjual asset negara apa maling asset negara ?pertamina di jual mau di isi TKA dari Tiongkok #2019GantiPresiden ,1,1,0,1,0,0,0
Bawang putih itu sdg kafir haram lagi..Hiks.hiks..hiks',1,0,0,1,0,0,0
Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. ,1,0,0,0,0,0,1
Komunis kok berabtad PKI? Kecoak makan kecoak dong?',1,0,0,1,0,0,0
mata loee picek ya  yg janji jokowi kok yg d tagih sby.. matamu picek blok,0,1,1,0,0,0,0
as clara anak pinter dongo paling koplak cantik tapi idot :(  gatau malu  urat malu putus butt dia muka nya imut bgt',0,0,0,1,0,0,0
Presiden paling buruk dalam sejarah bangsa2 cebong',1,0,1,1,0,0,0
RT  : Ku dah padah eh  even kau bodo bulak curang pun dgn ompuan ya. Nya still maok kau. Segal sayang eh. Kau bodo sikpande hrgai\xe2\x80\xa6',0,0,0,1,0,0,0
Biadab tuh oknum aparat keparat',0,0,1,0,0,0,0
Wuakkakaa.. mampuss!! ga salah gue diblock dia sejak jaman Jokowi Ahok nyagub. Gaya lo toong.. toong.. Anies sandi ,1,0,0,0,0,0,0
Itu dia mata picek... Matanya cuma lihat sebelah...',0,0,1,0,0,0,0
Ha ha kocak ...kalabong emang dungu',0,0,1,0,0,0,0
Ehhhhh BANDOT   LU MAU KRITIK PAK JOKOWI AMPE MENCRET DARAH IS OK....TPI KLO LU HINA  FITNAH... KAMI AKAN AMBIL TINDAKAN.... PAK JOKOWI PRESIDEN !!! PEMIMPIN NEGARA... LU PEMIMPIN AGAMA TPI SALAH KAPRAH LUUUU',0,0,1,1,0,0,0
Kita balas di sini gima kita usir budha   : Kurang Ajar  Etnis Muslim Rohingya Disingkirkan dari Data Sensus Penduduk Myanmar,1,1,0,0,0,1,1
Astagfirullah mata gw ternodai  Terkutuk kau yg ngert bokep,0,0,0,1,0,0,0
Kntl ye  apus ga',0,0,0,1,0,0,0
pergi lo bangkai',0,0,0,1,0,0,0
Aamiin ya rabb.. Tolong   Indonesia ya Alah dgn yg lebiiihhhh baik,0,0,0,0,0,0,0
RT  : Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp Liqo Felix Kwetiauw &amp alumni 212 pd mingkem &amp pura2 budek..giliran Bu\xe2\x80\xa6',1,0,0,1,0,0,0
Yang kita bela adl Pancasila dan Kedaulatan Negara. Kalau   tidak mendukung  maka LENGSERKAN SAJA!!... Saat ini Ancaman sudah Nyata!!.,1,0,0,1,0,0,1
PROYEK SARACEN UTK GANJAL PELANTIKAN ANIES MSH TERUUS.... Temuan Baru Kasus Saracen  Ada Foto Tokoh partai politik,1,0,0,0,0,0,0
  ITULAH si ahok kutil babi,0,0,1,0,0,0,0
Hajar ndan.. ganyang PKI ,0,1,0,0,0,0,1
Pak jokowi kasian jg goregan PBB,0,0,0,1,0,0,0
Kapolri   harusnya mundur dari jabatannyaÙ?’,0,0,0,0,0,0,1
RT       Baru 3tahun dah segitu ya bentar lagi lewat utang sby njiiieng,1,0,1,0,0,0,0
 Mungkin masih banyak masyarakat tionghoa yg lebih pancasialis dr pada wong jowo cm nggak terekpos aja  contoh nyata pak kwik ekonom dan ustadz felix siauw ,0,0,0,0,0,0,0
Negara kayak menipu bocah SD aje.. Dokumennya hilang ... Fuih..,0,0,0,1,0,0,0
Allah SWT yang disembah dungu & biadab ya PERCUMA,1,0,0,1,0,0,0
RT   ogah prabowo+pak gatot baru ok,0,0,0,0,0,0,0
najis lo ngedm gajelas dm gue ga dibales bodo amat   gue doain nanti pentas.lo ga menang',0,0,1,1,0,0,1
Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya []',0,0,1,1,0,0,0
"#ILCBoedionoCentury ketika ini terjadi  saya ikuti kasus ini cukup intens. Meski sekarang agak lupa...; Tapi kuncinya kita cuma butuh 2019 Ganti Presiden! ItuÙ?’,0,1,0,0,0,0,1"
Maju Gubernurnya Sengsara Relawannya,0,0,0,1,0,0,0
RT  : Copras calon presiden.. Ndak mikir.. Ndak mikirrrr... (Ndak mikir apa si kowi 1 periode aja babak belur..) ,0,0,0,1,0,0,0
Cie tau ma jokowi ga dapet panggung mulai dah jilat-jilat Prabowo dasar lintah ,0,0,1,1,0,0,0
Barusan dongo dongoin pemotor yg klakson bertubi2 padahal jelas lampu merah.  Woy dongo! Brisik norak!  Pas nengok taunya temen SMP (--!)Dia : Chaink?aku nangis nganti metu eluh getih puteeeh~',0,0,0,1,0,0,0
Kalau nggak mau dengar Ulama dan tetap ngotot kriminalisasi ulama yaa kita lengserkan aja Jokowi,1,0,0,1,0,0,1
Lo tuh yg bencong  bacot lo lebih2 dari cewe. Kaya banci yg ngamen gak dikasih duit bacotnya Mending lo cakep mah  jelek Kaya gitu.Madesu lagi Mentioned Gw langsung di quote tweet ,0,0,0,1,0,0,0
Cina lg.. cina lg.. sebaiknya di usir aj ya? merusak sih kerjaannya,1,0,0,1,0,0,1
Ayoh bangsa indonesia bersihkan etnis cina ahok,1,0,0,1,0,0,1
RT   Nggak ikut dukung calon presiden tapi sukanya ngatur Jokowi kenapa gak Prabowo aja yg diatur supaya menang dalam pemilihan presiden 2019.,1,0,0,0,0,0,0
Kan hebat Ahok bisa memaafkan bini slm 7 thn bukan spt yg ono kabur krn ketauan menalukan ngaku ulama kok kelakuan bejad',0,0,0,1,0,0,0
Anda DIDUNGUKAN Islam  Quran mengajarkan AMORAL   Ansor Sebagai agama  Islam punya posisi moralnya sendiri,1,0,0,1,0,0,0
yg jelas-jelas masih hidup itu prabowo anak soemitro pengkhianat bangsa,0,1,0,1,0,0,0
Yang perek kan ibu lo.. gimana sih.. pasti sdh dool ya',0,0,0,1,0,0,0
RT       Pilih presiden yg jelas orang tua nya yang bukan pengkhianat negara,1,0,0,1,0,0,0
Ga apa sih Ahok prnh diblng penista agama tp ga kek politikus koruptor dipanggil urusan hukum ngeles pake sakit hati-hati ntar keterusan mati,0,0,0,1,0,0,0
Tolol sekali anda ini? Ngaji dimana kau ini kl agama islam sprti itu? Ketahuan ini orang ngajinya sm orang ngk jelas ini?',0,0,0,1,0,0,0
Cebong di kasih fakta dia bilang dusta  Cebong dikasih dusta dia bilang realita  Cebonger's emang bikin gemes ,0,0,1,1,0,0,0
Cina kafir ini mah...Bangsat lu!! Dasar Komunis !!',1,1,0,1,0,0,0
Rakyat kaum bani cebong',0,0,1,0,0,0,0
KENAPA GUE NANGIS ANJIR  CUPU LO FIK!',0,0,0,1,0,0,0
Ini orang-orang maha benar nan suci maunya apa sih? Penghina presiden dilepas karena masih di bawah umur ngeluhnya nggak ditahan karena Cina.Kalau misal ditahan  mungkin ngeluhnya pemerintah mau balik ke orba.Njuk geleme piye  su?',1,0,0,1,0,0,0
Ga salah memang  bilang antek Aseng tapi adiknya Prabowo bilang Prabowo pro Amerika. ,0,0,0,1,0,0,0
RT  : Eh ada wartawan Selandia Baru Rasa Kampret dan dibuat berita oleh Kampret disebar di WAG. Konferensi Pers tdk dilakukan,0,0,1,1,0,0,0
Pencitraan Lu...ah.......Prabowo msh tidur,0,0,0,1,0,0,0
biasa bro dia ciri2 cebong adu domba begitu so lugu namanya juga cebong buzzer recehan yg begini,0,0,1,1,0,0,0
RT   Prabowo sdh tua perlu generasi muda yg bisa blusukan dan Jokowi msh muda dan saat ini sering blusukan diberbagai pulau,0,0,0,1,0,0,0
napadah shopee kampang',0,0,0,1,0,0,0
napadah shopee kampang',0,0,0,1,0,0,0
lu baca bandingkan modal dgn hasil diperpanjang atau tidak dasar antek asing,0,0,0,1,0,0,0
Cebong tidak akan pernah senang lihat kejayaan pk anis mereka akan ttp sirik. Yg parahnya klu junjungan dipuji habis habisan meskipun melakukan hal buruk.,0,0,1,1,0,0,0
Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri Gejala gila nich nenek ..',0,0,0,1,0,0,0
berarti lo cacat',0,0,0,1,0,0,0
luhut bajingan',0,0,1,0,0,0,0
Tuhan itu iBlis . Iblis itu Tuhan . Agama onta',1,0,1,1,0,0,0
Para jendral propaganda mereka perang propaganda dgn jualan utamanya pki dan cinaisasi..,1,1,0,1,0,0,0
NGAKAK! Para barisan cebong sakit hati mau pake isu saracen utk nyerang Anies-Sandi agar gagal dilantik,0,0,1,1,0,0,0
Prabowo simulut busuk Rizieq anies Fadlizon Fahri mereka kumpulan sampah negara jd kelakuan mereka juga kaya sampah,0,0,1,1,0,0,0
Cuma manusia otak dungu yg sekarang ini teriak-teriak 'bubarkan pki' buku buat dibaca!! Jgn bodoh! Otak kosong mulut nyap nyap!,0,0,1,1,0,0,0
cebong emang jagonya bikin dan sebar hoax',0,0,1,1,0,0,0
Setelah kasus PKI di LBH rame-rame antek komunis membuat opini dan steitmen mengaburkan kebangkitan PKI,0,1,1,1,0,0,0
WOI BOLOT',0,0,0,1,0,0,0
Kenapa  bicaranya sesuatu yg remeh temeh spt masalah kalajengking krn belio tau oposisinya spt  itu pasti nyinyir jd stress dan stroke sendiri...krn emang dosen ga laku...bacot gede hasil karya ga ada... bahkan anak asuhnya mayor dungu,0,0,1,1,0,0,0
Ajak semua Muslim cari tahu siapa Muhammad sebenarnya  jangan sampai dia enak2 cocok2 penis bangsa ini jadi susah,1,1,0,1,0,0,0
Eh dungu  ngapain lu masih mensen2 gue  katanya mau muter alun gue.Lu itu cuma bisa forward berita tanpa analisa.Kelompok MAHO mana ada yg cerdas wk wk wk',0,0,0,1,0,0,0
hehe typical bani pekok. ga bs bantah trs danga dungu dah.',0,0,1,1,0,0,0
"improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!"",0,0,0,1,0,0,0"
Yang panik itu yang mau ganti presiden tapi g tau calonnya siapa! Ups mungkin karena g bisa berbuat banyak!!!!! Karena dibawah kepemimpinan pak USER banyak koruptor tertangkap!!! Jadi mau ganti presiden!!! Siapa tau bisa di nego!!,0,0,0,1,0,0,0
Haruskah aku buat thread jadi TKI dimalaysia dengan jam kerja 16jam? Sebenernya ini kilang memang jahanam betol',1,0,0,1,0,0,0
Ekonomi : hancur  Subsidi : dicabut Listrik : naik tdk karuan  Sembako : tak terjangkau rakyat  Politik : kisruh terus Agama : dinistakan terus Kebijakan : tdk pro rakyat  HAM : terbengkalai,1,1,0,1,0,0,0
Dan Indonesia harus menghormati AS!!Ntu sape nyang kemaren ngomong begitu??Wahhh dr roman2nye pasti antek ASING tuh',0,0,0,1,0,0,0
Bersiap usir sepasang= ASING-CINA  SelamatkenHutan,1,1,0,0,0,0,1
Pencipta hoaxs ya presiden dan wakilnya',0,0,0,1,0,0,0
Muncul sudah antek antek PKI dah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. ,0,1,0,1,0,0,0
Bagaimana perasaan walubi kalo umat budha di indonesia yg di usir dan di bantai???,1,0,0,1,0,0,0
 Giliran ambruk cuma planga plongo kaya ayam kena tetelo ??    #Putin  #PrabowoUntukIndonesia #2019GantiPresiden,1,0,1,1,0,0,1
Lu nyindir pak de? ?. #2019GantiPresiden,0,0,0,1,0,0,1
Jgn ada yg percaya dgn akun ini WA 081381413774 Awal nya dia ga percaya sy buat CAMSEX  trus sy buktikan Vc beberapa detik  pas suruh Tf alesan nya neko2Ni muka nya kaya monyet  ,0,0,1,0,0,0,0
bicara sains kok nonton youtube  lakukan eksperimen sendiri  jgn nonton youtube yg bisa dimodifikasi sama pembuatnya  hadeh pantes GEblek',0,0,0,1,0,0,0
Jokowi sudah menyerah saatnya gantikan Jokowi  lengserkan jokowi jokowi ,1,0,0,0,0,0,1
Nasdem itu sudah jadi bahan tertawaan anak kecil seluruh Indonesia. Omongan kader2nya asbun. Yg mau jadi cawapres Jokowi itu cuma khayalan kader2 partai. Rakyat ga ada yg peduli  kecuali #2019GantiPresiden,1,0,0,1,0,0,1
KAMU LAH HOMO YG PALING SIAL BAJINGAN GOBLOK...KALAU TERLALU GIAN KAMU AMPUT ANJING DITEPI JALAN TU.....SEMOGA KAMU TERIMA BALASAN NYA NANTI?,0,0,1,1,0,0,0
Udah dmcin ae zon  bilang kampang gitu. kok jadi kesel bgst lah',0,0,1,0,0,0,0
Alah kntl',0,0,1,0,0,0,0
Bubarkan saja kpk biar leluasa para koruptor memperkaya diri di Negri ini,1,0,0,1,0,0,1
Susah bang  jawa uda dipegang jokowi  antek dia semua  sedihhh sih',0,0,0,1,0,0,0
Cuma rezim ini org kaya dia berani tampil di layar kaca. Mohon segera ambil tindakan USER USER,0,0,0,1,0,0,0
mmg otoriter! Buktinya  selalu OTT? Pdhal dri partai politiknya sendiri byk ya? USER & USER Ditangkap smua?,0,0,0,1,0,0,0
Cebong itu badut nya Chinacuma dikipasin sama uang recehan galaknya bukan main,0,1,1,1,0,0,0
Apakah berkat solat dan mengaji atau berkat belajar ilmu yang dikembangkan para kafir  Pak Lukman?,1,0,0,1,0,0,0
Yang heran memang  dalam Budaya Indonesia hari ini  orang seperti Arteria  Fahri  Fadli- yg jualannya memang cuma teater- terus menerus juga jadi narsum berita. Yang punya kamera juga jelas memang Cuma  sengaja dibuat insentif buat monyet. mencari teater,0,0,1,1,0,0,0
Kok cuma cina non muslim yg dibantai? Tuh si  jg cina  usir jg dong.,1,1,0,1,0,0,1
"Ini orang ga tau Islam  tp belagu dan asbun.; ; Pidato Jokowi udah sesuai ayat Qur'an: Allah tak akan ubah nasib suatu kaum kecuali mrk mengubahnya. ; ; Kalo mau ganti presiden  rakyat sendiri yg harus mengganti. Baru Tuhan mengganti. Kehendak rakyat dulu,1,0,0,1,0,0,0"
Perasaan kemarin2 pake Axis aman2 aja deh di rumah. Kok 2 minggu ini kacrut kali sih jaringannya -_-*,0,0,0,1,0,0,0
punya otak? taruh dimana? pasti taruh di congor lo kan?',0,0,0,1,0,0,0
Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta,1,1,1,1,0,0,0
Pak  sebelum Anda menjelaskan  Quran hanya kitab sampah berbahaya  kekacauan terus terjadi,1,1,0,1,0,0,0
Najis sok banget jutek iyuuuh. Gua mau nyanyk aja..',0,0,0,1,0,0,0
Bubarkan saja tuh DPR sama KPK...sama aja bodoh nya,1,0,0,1,0,0,1
perpres jkw lebih tegas drpd prepres sby buka matamu liat jgn hanya bacot bodoh2in fllwr pak !',0,0,0,1,0,0,0
"#TolakPerpresTKA; #TolakPerpresTKA; #2019GantiPresiden; #2019PresidenBaru; ; Hai mahasiswa Indonesia  nih ada hadiah lipstik dan kolor untuk kalian dari seorang kakek tukang beca,1,0,0,1,0,0,1"
Anggota DPR ini pamer DUNGU & BIADAB Islam  Quran merintahkan penggal kafir  dia laksanakan  dia bisa bilang HAM,1,0,1,1,0,0,0
Penghina Keluarga Jokowi Langsung Diciduk Giliran Penghina Prabowo SBY dibiarin aja,0,0,0,1,0,0,0
bani koplak mana nich kok gak dukung siwanbango bego,0,0,1,1,0,0,0
Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,1,0,1,0,0,0,0
"mau bukti ke RADIKAL an HTI dan FPI?!; apa kurang bukti di setiap orasi-orasinya HTI dan FPI selalu memfitnah dan caci maki terhadap pemerintah POLRI bahkan ULAMA'/KYAI-KYAI!!! ; dasar otak bebek pura-pura buta dan tuli dengan isi otak junj,1,0,1,1,0,0,0"
Bahas Islam merusak nilai  penguatan karakter melalui revitalisasi pendidikan nilai,1,0,0,1,0,0,0
bagus....nanti dipakai untuk petisi lengserkan Jokowi ya KembalikanAhokKeCipinang,1,0,0,1,0,0,1
Semoga dimasa depan etnis cina di Indonesia tetap tdk menduduki pemerintahan.. bisa jadi kayak Singapur :),1,1,0,0,0,0,0
Mungkin kata : yg dilakukan Raja Salman hanya pencitraan,0,0,0,1,0,0,0
Untuk mengedukasi manusya2 udik seperti qm misalnya',0,0,0,1,0,0,0
Tolol...apa hubungannya dgn rumahtangga?urus saja kerjaanmu gk usah banyak cakap.kamu jadi menteri di PECAT jd gubernur malah membuat jakarta semakin gk karuan.sebentar lagi juga hancur tuh jakarta....',0,0,0,1,0,0,0
Nih ya gue jelasin. Cowo. Burungnya gaada. Jadi cewe. Cewenya bernada2. SIAPA LAGI TRANSGENDER DI INDONESIA YG NYANYI? ,1,0,0,0,0,0,0
Indonesia sedang di jajah cina?,1,1,0,1,0,0,0
Bubarkan DPR gak butuh,0,0,0,0,0,0,1
NGAKAK NGAPAIN NANYA SAMA GW TAE MINTA DIGAMPAR',0,0,0,0,0,0,1
Cocot cocot cocot. 2019 bubarin grindra',0,0,0,1,0,0,1
Burma dan Budha memang teroris sebenarnya,1,1,0,1,0,0,0
Hooo keliatan mana yg bego sekarang hahaha',0,0,0,1,0,0,0
Wkwkwk  ke trigger jg bani onta',0,0,0,1,0,0,0
Brengsek jg ya mantan gue. One thing bout her yg gue suka  mulutnya emang ga pernah difilter so gue pasti dpt jawaban jujur dr dia',0,0,0,1,0,0,0
Yaudah gwe mau demo minta pak Jokowi ngekick palkjihun dari dunia.,0,0,0,1,0,0,0
Jele lo  udik.',0,0,0,1,0,0,0
Sy jg muak sm lu yg fitnah prabowo,0,0,0,1,0,0,0
#IklanAhokJahat baru ada direzim jokopret setan iblis dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu,1,1,1,1,0,0,0
"Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah  biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia"",1,1,0,1,0,0,0"
kaya TAI',0,0,0,1,0,0,0
Juga jago bakar isu PKI Komunis,1,0,0,0,0,0,0
Si joko pngen ttep populer buat pro-nas d jkt  si ahok jga g mw klah buat jga proyek2 lain d jkt  akhirnya 1 pmbngunan blom slsai tp udh bngun lgi yg lain d ruas2 utama yg sling brdekatan. Skrg cebong guoblok mlah nyalahin ani,1,0,1,0,0,0,0
MEMANG ANAK ANJING KAMPANG',0,0,1,0,0,0,0
 .... bani kampret .... bani kecebong........ pilih bani adam lah...... soale manusia',0,0,1,0,0,0,0
Hei kunyuk   supaya ente paham ya? Prabowo Subianto jadi capres aja udah salah apalagi jadi presiden?! PS mem\xe2\x80\xa6',1,0,1,0,0,0,0
REZIM SALES REZIM PENIPU PENCITRAAN SEMUA PALSU',0,0,1,1,0,0,0
"Sungguh""rezim KOPLAK..indonesia sedang sekarat..umat muslim sdg di pilah""oleh Allah SWT..antara golongan muslimin dan munafiqun.,1,0,0,1,0,0,0"
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',0,0,1,0,0,0,0
pakai paksa-paksa jokowi balikin semua penduduk rakhin. Emang prabowo pengangguran. Banyak politikus nganggur jadi omongnya ngawur,0,0,1,0,0,0,0
Jokowi  Adalah Ahok Yang Tertunda siap-siap dipenjara juga ya pak ,0,0,0,1,0,0,0
Mengapa menggunakan bahasa Arab? Bukankah Tuhan YME menurut Pancasila berbahasa Indonesia?,1,0,0,0,0,0,0
Pantesan tim sukses Anies-Sandi ini kalo ngetwit ngaco sok jagoan,0,0,0,1,0,0,0
Tiap berkicau makin keliatan tolol dan gobloknya  lbh tolol lg yg milih dia',0,0,0,1,0,0,0
Bong dungu.. Cuma video 31 detik langsung ambil kesimpulan.. Kagak heran dah klo lu d sbut dungu sekolam..',0,0,1,1,0,0,0
Ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti aseng di jaman pilkada dan ketika selesai pilkada pengikutnya membela bahwa tinja nya aseng enak',1,0,1,1,0,0,0
Betul..anak anak PKI mulai muncul mengikuti jejak bapaknya.,1,1,0,0,0,0,0
Hahahahahah babi migraine aku plak tweet  caring betul dkt babi. Ye lahh hg reply tweet aku lepas keluarkan brim td ni. Good timing',0,0,1,0,0,0,0
makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada-nada bicaranya nggak bermutu.sama sekali,0,0,0,1,0,0,0
ganyang pki. mari kita dukung prabowo untuk 2019,0,0,0,1,0,0,0
Pak  membuang Islam bisa jadi menyakitkan  tapi harus dilakukan demi kebaikan semua manusia,1,0,0,1,0,0,1
Etnis cina memang ada yg ikut berjuang tapi lebih sangat banyak yg jadi penghianat jd antek belanda..,1,0,0,1,0,0,0
Ahok simulut jamban  tokoh yg punya nilai bahasa indonesia dan norma etika   tai kucing',0,0,1,1,0,0,0
Apan jir?dahak?KWKWKW TOLOL',0,0,1,0,0,0,0
Yah jawabannya goblok mas Jaka Sembung kan bawa sepeda mau sekolah  masa bawa golok gila nih orang tua nya',0,0,1,0,0,0,0
Ahok Taik. \ MENFITNAH\ . Emang lu tukang caci maki perempuannn!! Asuuu Ahok Pasti Tumbang DebatFinalPilkadaJKT,1,0,1,1,0,0,0
ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,1,0,0,1,0,0,0
Pak  Muslim selalu mengatakan kebenaran datang dari Allah SWT  yg mana? Muhammad bejad nabi?,1,0,1,1,0,0,0
Betul itu kelihatannya JK mau main belakang lengserkan jokowi klo berhasil kan dia yg naik gantikan jd presiden seperti pak Harto diganti habibie,1,0,0,1,0,0,0
Dulu  tanpa sosmed pun Presiden Soeharto bisa di lengserkan. Apalagi Bapak Jokowi,1,0,0,1,0,0,0
Apasi anjing lu lebay geblek',0,0,0,1,0,0,0
Buat pak  ambisi kekuasaan boleh dan sah2 sj masa pak  dibilang otoriter sih?. ,1,0,0,0,0,0,0
ehem  ... kayaknya sudah saatnya di turunkan pakde  nih. akal sehatnya ga jalan,0,0,0,1,0,0,0
Heran juga saya  setan iblis pada kabur dan takut kalo mendengar Azhan  tapi ini mahluk Allah yg satu ini anteng saja denger azhan bahkan pura2 budek kupingnya  kalah dong setan iblis.',0,0,1,1,0,0,0
Setelah itu aset negara dijual semua ya pak Ruhut  hebat bener!! Krn itu impor pangan merajalela  BBM naik membabi-buta  10jt lowongan kerja buat Aseng  itulah hebatnya pak Joko Widodo  bikin rakyat dan negara semakin sengsara. Hancur suda,1,0,0,1,0,0,0
"Ekonomi dipegang Gerindra? Bisa hancur negara kita. Masak sarankan cetak uang sebanyak2 utk bayar hutang  jadi gk perlu hutang lg. Malah bs ngutangi negara lain. Bisa2nya bilang biaya produksi cetak uang murah. Ekonomi comberan; ; Para kecoa yg baik  yakin,1,0,1,1,0,0,0"
Dulu 98 dollar 12.000 koar-koar minta rezim lengser. Sekarang sudah mau tembus 15.000 malah makin jadi penjilat penguasa. Kasihan rakyat selalu jadi korban propaganda politikus busuk.',1,0,1,1,0,0,0
masi pagu ngajak gelut onta',0,0,1,0,0,0,0
"Prof. Jeffrey Winters: Jokowi Presiden Terlemah dalam Sejarah Indonesia ; ; Anisa dan Pembahasan Prof Jeffrey Winters ini bagus  walau ini anlisa 2015 lalu  tapi yg menjadi pembahasannya akrg byk yg terjadi.; #2019GantiPresiden; ;,1,0,0,1,0,0,0"
kalian ni ngapa sih nyinyirin yg hijrah padahal kan mrk cm maw nutupin koreng',0,0,1,0,0,0,0
jongos cina merasa kemerdekaan indonesia cina yang kasih.,1,0,1,0,0,0,0
Pak  menghapus Teroris Islam secara efektif harus dijelaskan Alquran adalah Kitab Teroris,1,0,0,1,0,0,0
Yawlah itu yang Daniel kalo dibeliin micin yang bego sekelurahan itu',0,0,1,0,0,0,0
