,Tweet,KS,KH,DH,TDH,SWA,LO,AK
310,paling mau muntah liat lagak nya @AHMADDHANIPRAST  jadi orang sok iye banget hoek,0.0,0.0,0.0,1.0,0.0,0.0,0.0
311,@Metro_TV kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,perempuan kaya lo mending mati aja deh  jelek aja  gausa sok jadi make up artist!,1.0,0.0,0.0,0.0,1.0,0.0,1.0
313,ahmad dhani itu borok sampah  babi  anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.,0.0,0.0,1.0,0.0,0.0,0.0,0.0
314,Lah emang sdh jelas2 si ahok terdakwa penista agama. Malu woy! ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
315,Keputusan ERKA hari ini harus kita HORMATI  begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
316,Lupakan @ridwankamil biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yg bersih. Delete partai pendukung penista agama dari hati,0.0,0.0,0.0,1.0,0.0,0.0,0.0
317,Masalah dunia dan masalah nafsu ya kang @ridwankamil . Kata2 kok bersayap kayak burung hantu. ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
318,Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yg baik kailan jual belikan,1.0,0.0,0.0,1.0,0.0,0.0,0.0
319,Payah banget @ridwankamil maju Jabar1 pakai partai Nasdem pendukung penista agama  ente lagi butuh uang ya kang? Payah loe!!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
320,polisi yg jadi imam sholat ini adalah seorang penista agama bodoh  BERISLAM cuma ikut2an. COPOT KAPOLRES JAKBAR !!,1.0,0.0,0.0,1.0,0.0,0.0,1.0
321,RT @ferdyfrodoo: @bayprio Itulah kebodohan para penista agama  sudah saatnya pilih pemimpin yg mengerjakan shalat 5 waktu,1.0,0.0,0.0,1.0,0.0,0.0,0.0
322,RT @Ra_Ria_Rana: GAK HABIS PIKIR???TINGGAL NUNGGU ADZAB ALLAH NIH NEGERI  PEMIMPINNYA SDH DZALIM ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
323,Sini lu  kami enggak mau kampung kami didatangi sama penista agama,1.0,0.0,0.0,0.0,0.0,0.0,0.0
324,SETUJU SAYA KLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... ,1.0,0.0,1.0,0.0,0.0,0.0,0.0
325,Senang dong ada yg fans mati sampai lupa kalau dia bego banget ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
326,@AHMADDHANIPRAST LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,0.0,0.0,1.0,1.0,0.0,0.0,0.0
327,@bayprio : Si AHOAK @basuki_btp CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,1.0,1.0,1.0,1.0,0.0,0.0,0.0
328,aku katakan anjing kpd ahmad dani  boleh....aku katakan babi kpd ahmad dhani  boleh?,0.0,0.0,1.0,0.0,0.0,0.0,0.0
329,haha memaki untuk melawan mah harus  drpd ditindas pemimpin munafik melindungi penista agama  dll. Agama no 1 (islam)  taubat rot,1.0,0.0,0.0,1.0,0.0,0.0,0.0
330,pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah  Penipu Dan Garong.,1.0,0.0,1.0,1.0,0.0,0.0,0.0
331,@Gemacan70 itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
332,@republikaonline spt ahok dulu .. nasdem disusul dg cs nya .. yg mendukung paslon penista agama dan tukang caci maki tai tai ..,1.0,0.0,1.0,1.0,0.0,0.0,0.0
333,@topan_julian1 kalo mecin jangan dijadiin cemilan mangkannya kang. Jadi begonya bego banget.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
334,@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi2 buat tumbal reklamasi,1.0,0.0,0.0,1.0,0.0,0.0,1.0
335,cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi  tau nya berita2 sampah pencitraan,1.0,0.0,0.0,1.0,0.0,0.0,0.0
336,INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR.,1.0,0.0,1.0,1.0,0.0,1.0,0.0
337,ini semua berawal dari AHOK JAMBAN yg dibela aparat  para kristen serta china kafir yang lain semakin berani menghi ,1.0,1.0,1.0,1.0,0.0,0.0,0.0
338,Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan  main FTV aja joko judulnya ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
339,Mana bisa percya lagi sdgkan induknya penista smp skrg lum ditahan tp malah dibela.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
340,Mari seluruh Muslim CYBER Army mulai skrg ganti semua sebutan A....K menjadi Terdakwa Penista Agama !,1.0,0.0,0.0,1.0,0.0,0.0,0.0
341,Orang Islam lebih suka si HOAX penista agama  menjaga lisan dan tindakan dari hal-hal yang merusak hubungan?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
342,RT @izzah_pandeka: #Nomor2Koruptor negeri para korup diasuh cino babi ,1.0,1.0,0.0,1.0,0.0,0.0,0.0
343,RT @Gemacan70: Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
344,RT @korban_gusur: @RakyatBiasa1945 Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA @OshMuslim @RebusKentang @m3g4,1.0,0.0,0.0,1.0,0.0,0.0,0.0
345,RT @Ustadtengku1: @RizieqSyihabFPI tolol itu banyak yg bela penista agama walau sudah tersangka,1.0,0.0,0.0,1.0,0.0,0.0,0.0
346,Orang punya saksi anjing dikasus babi.. Tolol ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
348,Tanda2 kiamat x yak  masih banyak aja orang muslim yg mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor,1.0,0.0,0.0,1.0,0.0,0.0,0.0
349,#JanganMauDibohongiAhok sebab Ahok Sumber Kekacauan Politik  Ramaikan Aski 313 FIGHT!!,1.0,1.0,0.0,1.0,0.0,0.0,0.0
350,#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT,0.0,0.0,0.0,1.0,0.0,0.0,0.0
351,Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
352,#MataNajwaDebatJakarta Hebatnya  Ahok masih mau salaman loh sm Pak Anies yang Amat terhormat. Idih gw sih ogah.,0.0,0.0,0.0,0.0,0.0,0.0,1.0
353,#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
354,#MataNajwaDebatJakarta pak anies banyak omdo dulu waktu jd menteri terobosannya apa?? skrg ngomong ky sok Jago bgt,0.0,1.0,0.0,1.0,0.0,0.0,0.0
355,#MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,0.0,0.0,1.0,1.0,0.0,0.0,0.0
356,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,1.0,1.0,0.0,1.0,0.0,0.0,0.0
357,#MataNajwaDebatJakarta topeng anda hari ini fix terbuka @aniesbaswedan .. anda sama dgn yg mendukung anda.. BAU BUSUK,0.0,0.0,1.0,1.0,0.0,0.0,0.0
358,#MataNajwaDebatJakarta Pak Anies suka nyinyir  suka memutar balik kan fakta  ga punya program yg jelas bisanya jelekkan kinerja pak Basuki,0.0,0.0,0.0,1.0,0.0,0.0,0.0
359,Babi... iya memang si Ahok gak jauh kayak Babi..,0.0,0.0,1.0,0.0,0.0,0.0,0.0
360,Si tengkuk babi sipit bangke agen dajjal mau jadi onta hahaha. Orang waras juga tau kasus ahok dipaksakan!!,0.0,1.0,1.0,0.0,0.0,0.0,0.0
361,itu kan kata ahok kafir..umat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yg suka makan babi & bir,1.0,1.0,0.0,1.0,0.0,0.0,0.0
362,"gw harus bilang Babi Ahok apa dong selain kafir gw hanya pengen gerombolannyA Babi Ahok merasakan bagaiamana klo di anjing2in	 Bangsat2in,0,0,1,1,0,0,0",,,,,,,
363,sibabi china sangat biadab memperlakukan kaum PRIBUMI dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini biadabnya mrk!  dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini  biadabnya mrk!,1.0,1.0,0.0,1.0,0.0,0.0,0.0
364,ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat.. ahok kafir bencong,1.0,0.0,0.0,1.0,0.0,0.0,0.0
365,nampaknya sudah satu paket penyokong cina babi pasti juga sokong LGBT,1.0,0.0,1.0,0.0,0.0,0.0,0.0
366,kebiadaban ahok cina kafir anak2 rakyat kecil pribumi dan ibu2 islam semua digusur dari rumahnya serta kehidupannya,1.0,1.0,0.0,1.0,1.0,0.0,0.0
367,tim ahok yg otak wc otak tumpul justru anies itu sdh komit sekali dgn pancasila  ahok kafir sgt tdk bs berpancasila,0.0,1.0,0.0,1.0,0.0,0.0,0.0
368,#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini  mjd agitatif dan licik. semoga kalah kau anjing,0.0,0.0,1.0,1.0,0.0,0.0,0.0
369,"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!,1,1,0,1,0,0,0",,,,,,,
370,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
371,kebiadaban ahok cina kafir rakyat kecil yg jadi PKL & asongan2 digusur2 dan dianiaya spt teroris  ahok kafir biadab,1.0,1.0,0.0,1.0,0.0,0.0,0.0
372,RT @LeonartoRabono: tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....,1.0,1.0,0.0,1.0,0.0,0.0,0.0
373,Itulah Indonesia. Yg dibully org yg bener.Yg salah dan binatang2 seperti nomor tiga dibiarin berkeliaran #matanajwadebatjakarta pak an ,0.0,0.0,1.0,0.0,0.0,0.0,0.0
374,#SidangAhok smg sipenista agama n ateknya matinya tdk wjar n jasadnya tdk dtrma tnh n dia tdk prnh mrs kn sorga aamiin semoga tuhan setuju,1.0,1.0,0.0,1.0,0.0,0.0,1.0
375,"iya kelasnya penista agama bs nya cm ngebacot doang yg arogan sk blg taik"" nenek lu oh ya sumber waras n nama d kasus E ktp apkabar?skakmat,1,1,0,1,0,0,0",,,,,,,
376,Penjarakan semua cina kafir dan ateis! Termasuk Ahok pemimpin babi tukang korupsi!,1.0,1.0,1.0,1.0,0.0,0.0,1.0
377,Kampanye rasis ngmg nya pihak ahok yg di untungkan.. Goblok kafir mana ada di untungkan.. Kalau pada di perkosa bunuh lu enak berduit,1.0,1.0,0.0,1.0,0.0,0.0,1.0
378,hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,1.0,1.0,0.0,0.0,0.0,0.0,0.0
379,I HASIL MAKMAK KALIAN JUAL PUKINYA. BAGI KSLIAN YG BERPIHAK KEPADA PKI DAN SI AHOK ANAK CHINA ANJING KAFIR INI. SERTA NKRI BUKAN DIDAPAT,1.0,1.0,1.0,1.0,1.0,0.0,0.0
380,Tim pendukung sakit jiwa  kehilangan akal sehat & ide #IklanAhokJahat,0.0,1.0,0.0,1.0,0.0,0.0,0.0
381,#IklanAhokJahat Hati hati Mereka Mulai Prustasi dan Memainkan Cara cara Kasar !! Karena hasil dari berbagai survei si penista agama kalah!!,1.0,1.0,0.0,1.0,0.0,0.0,0.0
382,"HOOKK  masuk gorong"" aja loe #IklanAhokJahat,0,1,0,0,0,0,0",,,,,,,
383,Kayak gini nih kampanye Tim AniesSandiUno ke kampung2 mengintimidasi masyarakat. Kampungan ye? #ASUtenan,0.0,0.0,1.0,1.0,0.0,0.0,0.0
384,SI KUTIL BABI TELAH MELECEHKAN PRIBUMI DAN UMAT ISLAM #IklanAhokJahat,1.0,1.0,1.0,1.0,0.0,0.0,0.0
385,NGOMONG AJA ENTE SAMA KACA! MEMECAH BELAH KERUKUNAN LAGI HOK ENTE BISANYA. NGACO! #IklanAhokJahat,1.0,1.0,0.0,1.0,0.0,0.0,0.0
386,#iklanahokjahat Terorist nyata di Indonesia... Bukan wahabi  bukan Onta Tapi Babi Babi milik Cina Penebar Teror sesungguhnya....,1.0,1.0,1.0,1.0,0.0,0.0,0.0
387,RT @TerorisSocmed: Sadarlah wahai anak Bangsa  Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB @basuki_btp Sebagai Aktor Utama,1.0,0.0,0.0,1.0,0.0,0.0,0.0
388,Sepertinya gerombolan @basuki_btp rindu kerusuhan  hati2 dikabul Tuhan #IklanAhokJahat,1.0,1.0,0.0,0.0,0.0,0.0,0.0
389,Ahok and Bani serbet and wereng Coklat MEMANCING UMAT MUSLIM supaya marah? dengan #IklanAhokJahat. KALIAN ITU KUMPULAN ORANG SINTING,1.0,1.0,1.0,1.0,0.0,0.0,0.0
390,#IklanAhokJahat baru ada direzim jokopret setan iblis dajjal dibangkitkan dr kuburnya. Mereka gembira berpesta pora setelah lama dibelenggu,1.0,1.0,1.0,1.0,0.0,0.0,0.0
391,Yang anti cina & mau ganyang cina tuh siapaaaa..??? kami cuma anti AHOK sang Penista Agama! #kampanyeAhokJahat #IklanAhokJahat #kampanyeSARA,1.0,1.0,0.0,1.0,0.0,0.0,0.0
392,Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,0.0,1.0,0.0,1.0,0.0,0.0,0.0
393,HADUH KELAKUANMU HOK  SOK-SOKAN MENJAGA KEBERAGAMAN PADAHAL PROVOKATOR & RASIS!! #IklanAhokJahat,1.0,1.0,0.0,1.0,0.0,0.0,0.0
394,RT @sarwandi_sr: #IklanAhokJahat bikin darah mendidih. bangsat penuh dengan propaganda. emang lo kira islam radikal ?Kalau kami mau,1.0,1.0,0.0,1.0,0.0,0.0,0.0
395,Kapolda Babi! Biadap dan Bodoh! Gak punya otak kali.,0.0,0.0,1.0,1.0,0.0,0.0,0.0
396,Jangan2 lagi deh @basuki_btp hina islam  anda itu manusia hina dibandingkan agama yang mulia  anda bukan siapa2 & bukan apa2 #IklanAhokJahat,1.0,1.0,0.0,1.0,0.0,0.0,0.0
397,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,1.0,0.0,1.0,1.0,0.0,0.0,0.0
398,umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...,1.0,0.0,1.0,1.0,0.0,0.0,0.0
399,19 april CNN kibarkan bendera kuning atas kematian ahok-djarot....,0.0,0.0,0.0,1.0,0.0,0.0,0.0
400,itulah akibat ulah orang2 kafir nasrani persis seperti ahok kafir yg melarang jilbab kepada anak2 sekokah di jakarta....,1.0,0.0,0.0,1.0,0.0,0.0,0.0
401,baswedan pantas jadi gubernur jakarta dan komisioner KPK..... ahok kafir pantasnya jadi germo di alexis....,1.0,0.0,0.0,1.0,0.0,0.0,0.0
402,RT @yudijannis: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok adu domba pribumi dengan tionghoa!!jangan,1.0,1.0,0.0,1.0,0.0,0.0,1.0
403,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,1.0,1.0,0.0,1.0,0.0,0.0,0.0
404,otak wc otak babi yg menerima ahok kafir & kamu  ahok kafir bkn sekedar menghina sdh anggap islam itu sampah,1.0,0.0,1.0,1.0,0.0,0.0,0.0
405,DALAM PUTARAN DUA NANTI JIKA SAMPAI AHOK KAFIR CURANG UMAT ISLAM SUDAH KOMITMEN JAKARTA AKAN DIJADIKAN LAUTAN API  SUDAH TIDAK MIKIR HUKUM,1.0,1.0,0.0,1.0,0.0,0.0,0.0
406,#IKLANAHOKJAHAT AHOK MENCIPTAKAN BARA API ANTARA RAKYAT PRIBUMI DENGAN TIONGHOA YG DIBALUT DENGAN PHOBIA.... AHOK KAFIR RASIS...,1.0,1.0,1.0,1.0,0.0,0.0,0.0
407,jangan heran pemerintahan jokowi sekarang ini budaknya kulinya cina2 ahok kafir dan 9 naga...,1.0,1.0,0.0,1.0,0.0,0.0,0.0
408,Ya itu namanya cawgub goblok gak ngerti peraturan debat....kelihatan bego dan liciknya itu sandiaga uno.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
409,BODOH jika para pendukung ahok yg Muslim tidak tersinggung sama sekali ! Tapi bisa aja sih Qur'an d hina saja mrka diam #IklanAhokJahat,1.0,1.0,0.0,1.0,0.0,1.0,0.0
410,Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,YG JELAS OTAK AHOK-DJAROT SUDAH SANGAT TUMPUL SANGAT LOYO DAN STRESS..... SUDAH JEBOL HARUS DICOPOT DAN DIGANTI.....,0.0,0.0,0.0,1.0,0.0,0.0,0.0
412,AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..,1.0,1.0,0.0,1.0,0.0,0.0,0.0
413,Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,0.0,0.0,0.0,1.0,0.0,0.0,0.0
414,responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok  nanti klo anies-sandy sudah memimpin sangat mudah,0.0,0.0,0.0,1.0,0.0,0.0,0.0
415,FPI RENOVASI MASJID ITU SANGAT TEPAT  AHOK KAFIR KRISTEN NGAPAIN NGURUSI MASJID2 APA HUBUNGANNYA.....,1.0,0.0,0.0,1.0,0.0,0.0,0.0
416,MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
417,uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalo si Botak dukung sesama Cina Kristen,1.0,1.0,0.0,1.0,0.0,0.0,0.0
418,AHOK PEMECAH BELAH UMMAT  AJARAN KRISTEN KONYOL  demi meraup suara muslim  JELAS AHOK INI RASIS  PKI TULEN,1.0,1.0,0.0,1.0,0.0,0.0,0.0
419,Woy @aagym lu udah nonton yang ini? Fitnah? Pale lu peyang gym. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Ahok :memilih pemimpin Berdasarkan agama melanggar konstitusi. Sebaiknya BABI INI DI BUNGKUS aja  CONGORNYAPECAH BELAH UMAT BERAGAMA.,1.0,1.0,1.0,1.0,0.0,0.0,0.0
421,Saya pribumi  Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.,0.0,0.0,0.0,1.0,0.0,0.0,0.0
422,Maksudnya terbukti KORUPSI dan PENISTAAN agama nya ya om  Bangsat lo  TAIK LO  maaf gw pake Bahasa Babi Ahok.,1.0,0.0,1.0,1.0,0.0,0.0,0.0
423,Ehh TAIK  Bangsat lo  Omongan elo kayak IwAn bopeng  yg MO potong leher TNI  Bangsat lo IwAn bopeng  baek2in TNI. TAIK LO,0.0,0.0,1.0,1.0,0.0,0.0,1.0
424,Ehh anak anjing Ahok  Kelan itu blon siuman  mending emut2 bool basuki lagi aja sana  kasih tau sama Babi yg lain  bool basuki wangi gitu,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425,CWE CAKEP TP BEGO.PANTES GK LAKU.SI AHOK CINA BAU TAI.MAKAN BUBUR ENCER.AHOK FAHAM KOMUNIS.MENISTA ISLAM & KRISTEN,1.0,1.0,1.0,1.0,0.0,0.0,0.0
426,Dan ajeng pasti paham si Babi Ahok klo bicara santun  BANGSAT TAIK ANJING  SETAN LO  dngn intonasi yg familiar tuntuna,0.0,0.0,1.0,1.0,0.0,0.0,0.0
427,Itu dia  BUNUH AJA YG DIDEPAN MATA  DIA MAFIA KORUPTOR NYA  PENISTA AGAMA PULA  PANGGILAN POPULAR NYA BABI AHOK,1.0,0.0,1.0,1.0,0.0,0.0,1.0
428,Gimana dgn Sumber waras.. Trans Jakarta ko jokowi diem ajah.... Harusnya si kutil babi ahok di ganyang,1.0,1.0,1.0,0.0,0.0,0.0,0.0
429,Muka Si BABi Ahok Tuh Yg Mirip SERBET Lantai....@basuki_btp...,0.0,0.0,1.0,0.0,0.0,0.0,0.0
430,Betul bang hancurkan merka bang  musnahkan china babi dibumi pertiwi indonesia  berkedok reklamasi itu ahok,1.0,1.0,1.0,0.0,0.0,0.0,0.0
431,Sapa Yg bilang Ahok anti korupsi!?  klo grombolannyA NGOMONG gtu wajar  AHOK ITU MAFIA KORUPTOR SANG PENISTA AGAMA YG DILINDUNGI ISTANA PKI,1.0,1.0,0.0,1.0,0.0,0.0,0.0
432,Gw juga ngimpi SENTILIN BIJI BABI AHOK  pcetar Pcetar  langsung kejang2 die  ngadu ke Jkw  Jkw: makanye sunat dulu  bru NGOMONG Almaidah.,1.0,1.0,1.0,1.0,0.0,0.0,0.0
433,Mudah2an gw ketemu sama SI BABI IWAN BOPENG DI TPS nya anjing Ahok,0.0,0.0,0.0,1.0,0.0,0.0,0.0
434,disaat semua cowok berusaha melacak perhatian gue. loe lantas remehkan perhatian yg gue kasih khusus ke elo. basic elo cowok bego ! ! !',0.0,0.0,0.0,1.0,0.0,0.0,0.0
435,Kaum cebong kapir udah keliatan dongoknya dari awal tambah dongok lagi hahahah',0.0,0.0,1.0,1.0,0.0,0.0,0.0
436,Ya bani taplak dkk,0.0,0.0,0.0,1.0,0.0,0.0,0.0
437,Setidaknya gw punya jari tengah buat lu  sebelom gw ukur nyali sama bacot lu ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
438,BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE  ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
439,Aktor huruhara 98 Prabowo S ingin lengserkan pemerintahan Jokowi.... Nyata,1.0,1.0,0.0,1.0,0.0,0.0,0.0
440,Bu guru enakan jadi jablay atau guru esde sih.Kayaknya menikmati jadi pecun ini guru.',0.0,0.0,0.0,1.0,0.0,0.0,0.0
441,Lawan bicara gw gak intelek kyk loe  yg otak gak punya. Ttg kencing onta  gw mengakui hadis nabi dan itu sahih. Kafir kyk loe pasti menolak  makanya loe ahlunnar.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
442,Jadi cowo itu harus Gantle kalo ga Gantle itu namanya BANCI !',0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,Ini si  kerjaannya delay mulu! Setan!',0.0,0.0,0.0,1.0,0.0,0.0,0.0
444,PKI hanya muncul jika jelang pemilihan kepala daerah dan pemilihan presiden krn digoreng sampai gosong.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,Itu mah sdh nenek-nenek sy heran sama cebong biasay bohong terus',0.0,0.0,0.0,1.0,1.0,0.0,0.0
446,Islam Nusantara produk JIL  dipasarkan dg gencar oleh antek  JIL.Sementara JIL anti Arab  tapi pro Aseng!Kata (alm) KH. Hasyim Muzadi,1.0,1.0,0.0,1.0,0.0,0.0,0.0
447,Pegawai Guardian training lagi kek Mentang2 gue kek gembel cuman kaos sama Flat shoes nanya dijutekin bangsad emang males belinya juga kabur gua ke matahari',0.0,0.0,0.0,1.0,0.0,0.0,0.0
448,GAPERNAH MENDALAMI AL-QURAN YA BANG??? PANTESAN MULUTNYA KAYA ORANG KAFIR BEJAT HINA farhatabbaslaw',0.0,0.0,0.0,1.0,0.0,0.0,0.0
449,Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,0.0,1.0,0.0,1.0,0.0,0.0,0.0
450,KAU PENDIKAN TINGGI TAPI BODOH....GK ADA LARANG BAWA AGAMA..BIAR ORANG ISLAM YG DI BAYAR AHOK SADAR GK JADI MILIH AHOK GLA,1.0,0.0,0.0,1.0,0.0,0.0,0.0
451,BTP the best  abaikan kaum kampret otak micin ,0.0,0.0,1.0,1.0,0.0,0.0,0.0
452,si otak tempurung mah ga usah d ladenin. Smkn d lawan semakin Bloon dan Dungu. Dan kalo ga gitu dia ga makan. Hehe',0.0,0.0,0.0,1.0,0.0,0.0,0.0
453,"Awaasss... Jgn sampe beritanya sampe ke akhi gerung! Ntar susah nyari kosakatany. klu bcr aja micingin mata  bibir monyong kesamping  suara keluar ky lg nhn kentut.. ""politik kotor skl jmn ini!"". Klu tahu brt ini.. Plng Sambil ky nhn ngeden..""dungu!"".,0,0,0,1,0,0,0",,,,,,,
454,pinokio umur 3 taonan tuh. #2019GantiPresiden,0.0,0.0,1.0,0.0,0.0,0.0,1.0
455,benci sekali dgn Umat Islam,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Provokasi mayat politisasi agama penyebab kekalahan pilkada DKI  beginilah cara cebong mendeskripsikan kekalahan junjungannya. FYI ahog blm pernah ikut pemilihan apapun (kec jd wakil) dan dia bukanlah etnis mayorita,1.0,1.0,1.0,1.0,0.0,0.0,0.0
457,Lol bani lowo',0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,udah biasa kali. Gue kpoper tapi kalo ngomonv sama temen2 gue  idol gua banci homo',0.0,0.0,0.0,1.0,0.0,0.0,0.0
459,Lengserkan Jokowi Bangsat!!,0.0,0.0,0.0,1.0,0.0,0.0,1.0
460,Bajingan Homo!!!Hati2 terhadap anak2 kita terutama di kamar mandi laki2  jgn biarkan sendiri! ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
461,Iya cocot',0.0,0.0,0.0,1.0,0.0,0.0,0.0
462,Lo ngomong aja kaga bener bangke',0.0,0.0,0.0,1.0,0.0,0.0,0.0
463,tapi masih menikmati kebijakan yang dulu diusulkan PKI.. lha yo opoÙ?,0.0,1.0,0.0,0.0,0.0,0.0,0.0
464,Kalo seumpama orang cina di usir paksa dari indonesia gimana,1.0,1.0,0.0,0.0,0.0,0.0,1.0
465,china babi... china maling...#UsirChina ,0.0,1.0,1.0,1.0,0.0,0.0,1.0
466,PROYEK KORUPSI REZIM SBY ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
