,Id,Tweet Time,Url,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count,Likes Count,Tweets Count,Tweet Text,KS,KH,DH,TDH,SWA,LO,AK
1133,1514430040322482176,2022-04-14 02:27:13+00:00,https://twitter.com/CatatanAli07/status/1514430040322482176,5,0,0,,1513485625667641345,Budiono55380129,,1218,1448,10821,4831,@Budiono55380129 Jelek rupa jelek pula kelakuan bisa jadi abis ngomong gini lu yang mampus hei tua bangka,,,,1,,,
1136,1514283408910065664,2022-04-13 16:44:33+00:00,https://twitter.com/CatatanAli07/status/1514283408910065664,1,1,0,,1215611682363338752,Bob_EtEk3weR,❤️ AuliAndry,14533,10199,59225,62511,@Bob_eT3k3WeR @Catatan_ali7 @PutraErlangga95 Taeeekk,,,1,,,,
1150,1513644304237199364,2022-04-11 22:24:58+00:00,https://twitter.com/CatatanAli07/status/1513644304237199364,869,43,215,,,,,,,,,"PARA KETUA PARTAI yg dukung 3 periode itu Beralasan kalau 3 periode  itu aspirasi dari Rakyat 

Seharusnya Kalau KETUA PARTAI ITU WARAS jika ada rakyat yg sampaikan itu langsung ditentang apalagi mereka paham undang undang kasih pengertian BAHWA 3 PERIODE itu melanggar konstitusi",,,1,,,,
1151,1513618363754631171,2022-04-11 20:41:54+00:00,https://twitter.com/CatatanAli07/status/1513618363754631171,531,16,124,,,,,,,,,"BACOT 

DIMANA MUNCUNG LO SAAT ADA 6 MANUSIA DIBANTAI DI KM 50 OLEH APARAT KEPOLISIAN ??

JIKA BICARA KEMANUSIAAN HARUS FAIR KARNA SEMUA MANUSIA...

ADE ARMANDO MATI ? KAGAK CACAT ? KAGAK 

TAPI 6 ORANG DI KM 50 MATI MENGENASKAN DIBANTAI APARAT KEPOLISIAN 

DAN LO DIAM... https://t.co/noW5Y2Cods",,,,1,,,
1157,1513484548549787650,2022-04-11 11:50:10+00:00,https://twitter.com/CatatanAli07/status/1513484548549787650,0,0,0,,1243153558645526529,naina_TShah,"Kota Tasikmalaya, Jawa Barat",3196,874,20285,32721,@naina_TShah @Dennysiregar7 Dm udah mention udah gak ditanggapin sama itu anjing 🤣😂,,,1,,,,
1159,1513479880931160064,2022-04-11 11:31:37+00:00,https://twitter.com/CatatanAli07/status/1513479880931160064,84,14,17,,,,,,,,,"Muda doang NYALI kalah sama ADE ARMANDO 

Payah lo Peler... https://t.co/j0MfZsc1lj",,,,1,,,
1179,1513389082495557632,2022-04-11 05:30:49+00:00,https://twitter.com/CatatanAli07/status/1513389082495557632,11,2,2,,,,,,,,,"Yang kemarin juga dihajar cebong karna provokasi gua yakin gak Pada Turun dirumah dekem maenan hape sambil Memprovokasi

Dan mereka juga sebenerny gak layak turun KARNA MASIH  PUJA PUJI TOKOH TANPA BERANI MENGKRITISI

LAWAN!!! https://t.co/4Dh8qPNWzQ",,,1,,,,
1187,1513374464251428864,2022-04-11 04:32:44+00:00,https://twitter.com/CatatanAli07/status/1513374464251428864,81,5,50,,,,,,,,,"TODAY, 

Thousands of people take part in a demonstration in Jakarta for justice and demand the president resign

@BBCWorld
@Reuters
@cnnbrk
@tv3malaysia
@KKMPutrajaya
@POTUS

#lengserkanjokowi https://t.co/XO0jlzq0uf",,,,,,,1
1227,1513338234792976389,2022-04-11 02:08:46+00:00,https://twitter.com/CatatanAli07/status/1513338234792976389,1,0,1,,201554665,henrysubiakto,"Kota Surabaya, Jawa Timur",75399,239,7251,22509,"@henrysubiakto Justru Demo itu adalah bagian dari implementasi  DEMOKRASI 

Kok bisa bisa nya Yang dorong demo disebut tidak dewasa Hadeh sekolah lagi sanah 🤣😂

Sekelas PROFESOR bikin statemen kek bocah PAUD 😂

#MahasiswaBergerak 
#MahasiswaBergerak",,,,1,,,
1228,1513338119067947011,2022-04-11 02:08:18+00:00,https://twitter.com/CatatanAli07/status/1513338119067947011,126,8,30,,,,,,,,,"Justru Demo itu adalah bagian dari implementasi  DEMOKRASI 

Kok bisa bisa nya Yang dorong demo disebut tidak dewasa Hadeh sekolah lagi sanah 🤣😂

Sekelas PROFESOR bikin statemen kek bocah PAUD 😂

#MahasiswaBergerak 
#MahasiswaBergerak https://t.co/SAnOKhRhtq",,,,1,,,
1288,1510510494121345025,2022-04-03 06:52:20+00:00,https://twitter.com/CatatanAli07/status/1510510494121345025,3,0,0,,,,,,,,,"AMERIKA Tidak Ada PKI
Jadi Mereka bebas beribadah dimana pun mereka mau...

Beda dengan INDONESIA baru ada yang NGAJI BERJAMAAH dijalan udah panas udah kelojotan ANJING ANJING PKI Mulai bermunculan 🙈 https://t.co/AEfC0fZHNn",,1,,,,,
1300,1503376536606748679,2022-03-14 14:24:32+00:00,https://twitter.com/CatatanAli07/status/1503376536606748679,24,6,14,,,,,,,,,"Wapres Ulama 
Menag Anak Kyai

Tapi pada bungkam lihat #RitualSesatIKN naudzubillah Summa Naudzubillah mindzalik

#RitualSesatIKN bisa jadi sumber bencana karna ALLAH SWT tidak mengampuni Dosa Sirik dan Musrik https://t.co/xghwDC2Atl",1,,,,,,
